,NPI,NPPES_last_name,NPPES_first_name,NPPES_zip_code,NPPES_state,Speciality_Description,YEAR,Total_Claim_Count,Opioid_Claim_Count,Long-Acting_Opioid_Claim_Count,ZIP,COUNTY
1742,1003012436,SOLIMAN,MAGED,11530,NY,Psychiatry,2016,1268,0,0,11530,Nassau
1743,1003012436,SOLIMAN,MAGED,11530,NY,Psychiatry,2017,1234,0,0,11530,Nassau
1744,1003012444,PICEL,ANDREW,92103,CA,Diagnostic Radiology,2016,15,0,0,92103,San
1745,1003012444,PICEL,ANDREW,92103,CA,Interventional Radiology,2017,35,0,0,92103,San
1746,1003016023,MOTARJEMI,RAMIN,92103,CA,Internal Medicine,2016,51,0,0,92103,San
1747,1003016023,MOTARJEMI,RAMIN,92103,CA,Internal Medicine,2017,39,0,0,92103,San
1748,1003044728,EDMONDS,KYLE,92103,CA,Hospice and Palliative Care,2013,23,0,0,92103,San
1749,1003012451,MITRA,RANJANA,23502,VA,Internal Medicine,2013,374,26,0,23502,Norfolk
1750,1003012451,MITRA,RANJANA,23502,VA,Internal Medicine,2014,364,24,0,23502,Norfolk
1751,1003012451,MITRA,RANJANA,23502,VA,Internal Medicine,2015,277,24,0,23502,Norfolk
1752,1003012451,MITRA,RANJANA,23502,VA,Internal Medicine,2016,157,16,0,23502,Norfolk
1753,1003012451,MITRA,RANJANA,23502,VA,Internal Medicine,2017,181,18,0,23502,Norfolk
1754,1003012469,SIMMONS,CHRISTOPHER,34638,FL,Licensed Clinical Social Worker,2013,47,0,0,34638,Pasco
1755,1003012469,SIMMONS,CHRISTOPHER,34638,FL,Licensed Clinical Social Worker,2014,13,0,0,34638,Pasco
1756,1003012493,GILMORE,CARL,87131,NM,Orthopedic Surgery,2013,49,34,0,87131,Bernalillo
1757,1003012493,GILMORE,CARL,87131,NM,Orthopedic Surgery,2014,112,61,0,87131,Bernalillo
1758,1003012493,GILMORE,CARL,87131,NM,Orthopedic Surgery,2015,185,96,0,87131,Bernalillo
1759,1003012493,GILMORE,CARL,87131,NM,Orthopedic Surgery,2016,340,140,0,87131,Bernalillo
1760,1003012493,GILMORE,CARL,87131,NM,Orthopedic Surgery,2017,314,119,0,87131,Bernalillo
1761,1003012527,HOWARD,PHILIP,97124,OR,Dentist,2013,26,0,0,97124,Multnomah
1762,1003012527,HOWARD,PHILIP,97124,OR,Dentist,2013,26,0,0,97124,Washington
1763,1003012527,HOWARD,PHILIP,97124,OR,Dentist,2014,31,0,0,97124,Multnomah
1764,1003012527,HOWARD,PHILIP,97124,OR,Dentist,2014,31,0,0,97124,Washington
1765,1003012527,HOWARD,PHILIP,98116,WA,Dentist,2015,24,0,0,98116,King
1766,1003012527,HOWARD,PHILIP,98116,WA,Dentist,2016,27,0,0,98116,King
1767,1003012527,HOWARD,PHILIP,98116,WA,Dentist,2017,14,0,0,98116,King
1768,1003012550,MCGREEVEY,MELISSA,11801,NY,Speech Language Pathologist,2015,11,0,0,11801,Nassau
1769,1003012592,MCCORD,TIMOTHY,64130,MO,Neuropsychiatry,2013,139,0,0,64130,Jackson
1770,1003012592,MCCORD,TIMOTHY,64130,MO,Neuropsychiatry,2014,197,0,0,64130,Jackson
1771,1003012592,MCCORD,TIMOTHY,64130,MO,Neuropsychiatry,2015,894,0,0,64130,Jackson
1772,1003012592,MCCORD,TIMOTHY,64130,MO,Neuropsychiatry,2016,64,0,0,64130,Jackson
1773,1003012592,MCCORD,TIMOTHY,64130,MO,Neuropsychiatry,2017,109,0,0,64130,Jackson
1774,1003012618,LIPTAN,GINEVRA,97221,OR,Pain Management,2013,1168,284,100,97221,Multnomah
1775,1003012618,LIPTAN,GINEVRA,97221,OR,Pain Management,2013,1168,284,100,97221,Washington
1776,1003012618,LIPTAN,GINEVRA,97221,OR,Pain Management,2014,2574,456,136,97221,Multnomah
1777,1003012618,LIPTAN,GINEVRA,97221,OR,Pain Management,2014,2574,456,136,97221,Washington
1778,1003012618,LIPTAN,GINEVRA,97221,OR,Pain Management,2015,2224,337,87,97221,Multnomah
1779,1003012618,LIPTAN,GINEVRA,97221,OR,Pain Management,2015,2224,337,87,97221,Washington
1780,1003012618,LIPTAN,GINEVRA,97221,OR,Pain Management,2016,399,107,27,97221,Multnomah
1781,1003012618,LIPTAN,GINEVRA,97221,OR,Pain Management,2016,399,107,27,97221,Washington
1782,1003012618,LIPTAN,GINEVRA,97221,OR,Pain Management,2017,391,122,39,97221,Multnomah
1783,1003012618,LIPTAN,GINEVRA,97221,OR,Pain Management,2017,391,122,39,97221,Washington
1784,1003012642,MAZLOOM,NARGES,18017,PA,Otolaryngology,2013,398,18,0,18017,Lehigh
1785,1003012642,MAZLOOM,NARGES,18017,PA,Otolaryngology,2013,398,18,0,18017,Northampton
1786,1003012642,MAZLOOM,NARGES,18017,PA,Otolaryngology,2014,436,11,0,18017,Lehigh
1787,1003012642,MAZLOOM,NARGES,18017,PA,Otolaryngology,2014,436,11,0,18017,Northampton
1788,1003012642,MAZLOOM,NARGES,18017,PA,Otolaryngology,2015,595,19,0,18017,Lehigh
1789,1003012642,MAZLOOM,NARGES,18017,PA,Otolaryngology,2015,595,19,0,18017,Northampton
1790,1003012642,MAZLOOM,NARGES,18017,PA,Otolaryngology,2016,1059,23,0,18017,Lehigh
1791,1003012642,MAZLOOM,NARGES,18017,PA,Otolaryngology,2016,1059,23,0,18017,Northampton
1792,1003012642,MAZLOOM,NARGES,18017,PA,Otolaryngology,2017,1553,39,0,18017,Lehigh
1793,1003012642,MAZLOOM,NARGES,18017,PA,Otolaryngology,2017,1553,39,0,18017,Northampton
1794,1003022823,GROBER,LINDSEY,18017,PA,Emergency Medicine,2013,227,31,0,18017,Lehigh
1795,1003022823,GROBER,LINDSEY,18017,PA,Emergency Medicine,2013,227,31,0,18017,Northampton
1796,1003022823,GROBER,LINDSEY,18017,PA,Emergency Medicine,2014,281,45,0,18017,Lehigh
1797,1003022823,GROBER,LINDSEY,18017,PA,Emergency Medicine,2014,281,45,0,18017,Northampton
1798,1003022823,SCHUSTER,LINDSEY,18017,PA,Emergency Medicine,2015,219,44,0,18017,Lehigh
1799,1003022823,SCHUSTER,LINDSEY,18017,PA,Emergency Medicine,2015,219,44,0,18017,Northampton
1800,1003022823,SCHUSTER,LINDSEY,18017,PA,Emergency Medicine,2016,209,24,0,18017,Lehigh
1801,1003022823,SCHUSTER,LINDSEY,18017,PA,Emergency Medicine,2016,209,24,0,18017,Northampton
1802,1003022823,SCHUSTER,LINDSEY,18017,PA,Emergency Medicine,2017,394,0,0,18017,Lehigh
1803,1003022823,SCHUSTER,LINDSEY,18017,PA,Emergency Medicine,2017,394,0,0,18017,Northampton
1804,1003043928,DORAI,SUPRINA,18017,PA,Emergency Medicine,2013,79,0,0,18017,Lehigh
1805,1003043928,DORAI,SUPRINA,18017,PA,Emergency Medicine,2013,79,0,0,18017,Northampton
1806,1003043928,DORAI,SUPRINA,18017,PA,Emergency Medicine,2014,187,28,0,18017,Lehigh
1807,1003043928,DORAI,SUPRINA,18017,PA,Emergency Medicine,2014,187,28,0,18017,Northampton
1808,1003043928,DORAI,SUPRINA,18017,PA,Emergency Medicine,2015,211,41,0,18017,Lehigh
1809,1003043928,DORAI,SUPRINA,18017,PA,Emergency Medicine,2015,211,41,0,18017,Northampton
1810,1003043928,DORAI,SUPRINA,18017,PA,Emergency Medicine,2016,205,39,0,18017,Lehigh
1811,1003043928,DORAI,SUPRINA,18017,PA,Emergency Medicine,2016,205,39,0,18017,Northampton
1812,1003043928,DORAI,SUPRINA,18017,PA,Emergency Medicine,2017,176,47,0,18017,Lehigh
1813,1003043928,DORAI,SUPRINA,18017,PA,Emergency Medicine,2017,176,47,0,18017,Northampton
1814,1003012667,NIENOW,CHERIE,55101,MN,Nurse Practitioner,2013,12,0,0,55101,Ramsey
1815,1003012667,NIENOW,CHERIE,55101,MN,Nurse Practitioner,2014,42,0,0,55101,Ramsey
1816,1003012667,NIENOW,CHERIE,55101,MN,Nurse Practitioner,2015,38,11,0,55101,Ramsey
1817,1003012667,NIENOW,CHERIE,55101,MN,Nurse Practitioner,2016,37,0,0,55101,Ramsey
1818,1003012667,NIENOW,CHERIE,55101,MN,Nurse Practitioner,2017,32,0,0,55101,Ramsey
1819,1003012709,THOMAS,STEPHEN,53051,WI,Dentist,2013,65,0,0,53051,Washington
1820,1003012709,THOMAS,STEPHEN,53051,WI,Dentist,2013,65,0,0,53051,Waukesha
1821,1003012709,THOMAS,STEPHEN,53051,WI,Dentist,2014,82,0,0,53051,Washington
1822,1003012709,THOMAS,STEPHEN,53051,WI,Dentist,2014,82,0,0,53051,Waukesha
1823,1003012709,THOMAS,STEPHEN,53051,WI,Dentist,2015,75,0,0,53051,Washington
1824,1003012709,THOMAS,STEPHEN,53051,WI,Dentist,2015,75,0,0,53051,Waukesha
1825,1003012709,THOMAS,STEPHEN,53051,WI,Dentist,2016,82,0,0,53051,Washington
1826,1003012709,THOMAS,STEPHEN,53051,WI,Dentist,2016,82,0,0,53051,Waukesha
1827,1003012709,THOMAS,STEPHEN,53051,WI,Dentist,2017,112,0,0,53051,Washington
1828,1003012709,THOMAS,STEPHEN,53051,WI,Dentist,2017,112,0,0,53051,Waukesha
1829,1003012733,GANNON,LAUREN,92115,CA,Internal Medicine,2013,1593,72,24,92115,San
1830,1003012733,GANNON,LAUREN,92115,CA,Internal Medicine,2014,2719,112,19,92115,San
1831,1003012733,GANNON,LAUREN,92115,CA,Internal Medicine,2015,2973,99,13,92115,San
1832,1003012733,GANNON,LAUREN,92115,CA,Internal Medicine,2016,4006,110,22,92115,San
1833,1003012733,GANNON,LAUREN,92115,CA,Internal Medicine,2017,499,0,0,92115,San
1834,1003012766,KANO,ZACHARY,02445,MA,Dentist,2013,13,0,0,02445,Norfolk
1835,1003012766,KANO,ZACHARY,02445,MA,Dentist,2013,13,0,0,02445,Suffolk
1836,1003012766,KANO,ZACHARY,02445,MA,Dentist,2014,21,0,0,02445,Norfolk
1837,1003012766,KANO,ZACHARY,02445,MA,Dentist,2014,21,0,0,02445,Suffolk
1838,1003012766,KANO,ZACHARY,02445,MA,Dentist,2015,18,0,0,02445,Norfolk
1839,1003012766,KANO,ZACHARY,02445,MA,Dentist,2015,18,0,0,02445,Suffolk
1840,1003012766,KANO,ZACHARY,02445,MA,Dentist,2016,22,0,0,02445,Norfolk
1841,1003012766,KANO,ZACHARY,02445,MA,Dentist,2016,22,0,0,02445,Suffolk
1842,1003012766,KANO,ZACHARY,02445,MA,Dentist,2017,19,0,0,02445,Norfolk
1843,1003012766,KANO,ZACHARY,02445,MA,Dentist,2017,19,0,0,02445,Suffolk
1844,1003012824,BABALOLA,OLUFEMI,30344,GA,General Surgery,2013,68,0,0,30344,Fulton
1845,1003012840,SHAW,SARAH,17403,PA,Cardiology,2015,458,0,0,17403,York
1846,1003012840,SHAW,SARAH,17403,PA,Internal Medicine,2013,230,0,0,17403,York
1847,1003012840,SHAW,SARAH,17403,PA,Internal Medicine,2014,1021,0,0,17403,York
1848,1003012840,SHAW,SARAH,74301,OK,Cardiovascular Disease (Cardiology),2016,353,0,0,74301,Craig
1849,1003012840,SHAW,SARAH,74301,OK,Cardiovascular Disease (Cardiology),2016,353,0,0,74301,Mayes
1850,1003012840,SHAW-DRESSLER,SARAH,74136,OK,Cardiology,2017,553,0,0,74136,Tulsa
1851,1003027947,CHAN,HOI,74136,OK,Emergency Medicine,2013,408,85,0,74136,Tulsa
1852,1003027947,CHAN,HOI,74136,OK,Emergency Medicine,2014,616,148,0,74136,Tulsa
1853,1003027947,CHAN,HOI,74136,OK,Emergency Medicine,2015,472,103,0,74136,Tulsa
1854,1003027947,CHAN,HOI,74136,OK,Emergency Medicine,2016,226,46,0,74136,Tulsa
1855,1003027947,CHAN,HOI,74136,OK,Emergency Medicine,2017,217,37,0,74136,Tulsa
1856,1003040528,OAKES,CARMEN,74136,OK,Nurse Practitioner,2013,945,47,0,74136,Tulsa
1857,1003040528,OAKES,CARMEN,74136,OK,Nurse Practitioner,2014,1370,60,0,74136,Tulsa
1858,1003040528,OAKES,CARMEN,74136,OK,Nurse Practitioner,2015,1468,19,0,74136,Tulsa
1859,1003040528,OAKES,CARMEN,74136,OK,Nurse Practitioner,2016,2011,17,0,74136,Tulsa
1860,1003040528,OAKES,CARMEN,74136,OK,Nurse Practitioner,2017,1888,29,0,74136,Tulsa
1861,1003012857,HUSSAINY,MIRWAIS,92707,CA,Oral Surgery (Dentist only),2017,351,125,0,92707,Orange
1862,1003012857,HUSSAINY,MIRWAIS,92707,CA,Oral Surgery (Dentists only),2016,503,172,0,92707,Orange
1863,1003012857,HUSSAINY,MIRWAIS,92707,CA,Oral Surgery (dentists only),2013,489,163,0,92707,Orange
1864,1003012857,HUSSAINY,MIRWAIS,92707,CA,Oral Surgery (dentists only),2014,564,191,0,92707,Orange
1865,1003012857,HUSSAINY,MIRWAIS,92707,CA,Oral Surgery (dentists only),2015,552,195,0,92707,Orange
1866,1003012907,PHAN,TERESA,43215,OH,Family Practice,2013,490,15,0,43215,Franklin
1867,1003012907,PHAN,TERESA,43215,OH,Family Practice,2014,785,26,0,43215,Franklin
1868,1003012907,PHAN,TERESA,43215,OH,Family Practice,2015,807,30,0,43215,Franklin
1869,1003012907,PHAN,TERESA,43215,OH,Family Practice,2016,907,25,0,43215,Franklin
1870,1003012907,PHAN,TERESA,43215,OH,Family Practice,2017,528,32,0,43215,Franklin
1871,1003012915,JOHN,JAYASHREE,31901,GA,Psychiatry,2013,1701,0,0,31901,Muscogee
1872,1003012915,JOHN,JAYASHREE,31901,GA,Psychiatry,2014,2074,0,0,31901,Muscogee
1873,1003012915,JOHN,JAYASHREE,31901,GA,Psychiatry,2015,2289,0,0,31901,Muscogee
1874,1003012915,JOHN,JAYASHREE,31901,GA,Psychiatry,2016,2626,0,0,31901,Muscogee
1875,1003012915,JOHN,JAYASHREE,31901,GA,Psychiatry,2017,3011,0,0,31901,Muscogee
1876,1003027285,DE QUADROS,NISHANT,31901,GA,Diagnostic Radiology,2014,13,0,0,31901,Muscogee
1877,1003027285,DE QUADROS,NISHANT,31901,GA,Diagnostic Radiology,2015,25,12,0,31901,Muscogee
1878,1003027285,DE QUADROS,NISHANT,31901,GA,Diagnostic Radiology,2016,20,0,0,31901,Muscogee
1879,1003027285,DE QUADROS,NISHANT,31901,GA,Diagnostic Radiology,2017,26,12,0,31901,Muscogee
1880,1003012931,LOPEZ,NICETO,94596,CA,Internal Medicine,2013,417,28,0,94596,Contra
1881,1003012931,LOPEZ,NICETO,94596,CA,Internal Medicine,2014,948,64,0,94596,Contra
1882,1003012931,LOPEZ,NICETO,94596,CA,Internal Medicine,2015,1124,97,0,94596,Contra
1883,1003012931,LOPEZ,NICETO,94596,CA,Internal Medicine,2016,830,78,0,94596,Contra
1884,1003012931,LOPEZ,NICETO,94596,CA,Internal Medicine,2017,1394,107,0,94596,Contra
1885,1003039538,WOOLLEY,BROOK,94596,CA,Emergency Medicine,2013,171,51,0,94596,Contra
1886,1003039538,WOOLLEY,BROOK,94596,CA,Emergency Medicine,2014,184,45,0,94596,Contra
1887,1003039538,WOOLLEY,BROOK,94596,CA,Emergency Medicine,2015,211,43,0,94596,Contra
1888,1003039538,WOOLLEY,BROOK,94596,CA,Emergency Medicine,2016,241,41,0,94596,Contra
1889,1003039538,WOOLLEY,BROOK,94596,CA,Emergency Medicine,2017,215,31,0,94596,Contra
1890,1003012949,PATEL-RAVAL,PINECCA,30040,GA,Podiatry,2013,53,0,0,30040,Cherokee
1891,1003012949,PATEL-RAVAL,PINECCA,30040,GA,Podiatry,2013,53,0,0,30040,Forsyth
1892,1003012949,PATEL-RAVAL,PINECCA,30040,GA,Podiatry,2014,53,11,0,30040,Cherokee
1893,1003012949,PATEL-RAVAL,PINECCA,30040,GA,Podiatry,2014,53,11,0,30040,Forsyth
1894,1003012949,PATEL-RAVAL,PINECCA,30040,GA,Podiatry,2015,50,0,0,30040,Cherokee
1895,1003012949,PATEL-RAVAL,PINECCA,30040,GA,Podiatry,2015,50,0,0,30040,Forsyth
1896,1003012949,PATEL-RAVAL,PINECCA,30040,GA,Podiatry,2016,34,0,0,30040,Cherokee
1897,1003012949,PATEL-RAVAL,PINECCA,30040,GA,Podiatry,2016,34,0,0,30040,Forsyth
1898,1003012949,PATEL-RAVAL,PINECCA,30040,GA,Podiatry,2017,41,0,0,30040,Cherokee
1899,1003012949,PATEL-RAVAL,PINECCA,30040,GA,Podiatry,2017,41,0,0,30040,Forsyth
1900,1003013004,DAJANI,ASMA,43082,OH,Family Practice,2017,18,0,0,43082,Delaware
1901,1003013004,DAJANI,ASMA,45331,OH,Family Practice,2013,3455,142,0,45331,Darke
1902,1003013004,DAJANI,ASMA,45331,OH,Family Practice,2014,3700,137,0,45331,Darke
1903,1003013004,DAJANI,ASMA,45331,OH,Family Practice,2015,2948,72,0,45331,Darke
1904,1003013004,DAJANI,ASMA,45331,OH,Family Practice,2016,285,0,0,45331,Darke
1905,1003013079,BARROWS,RAYMOND,45245,OH,Nurse Practitioner,2013,722,42,0,45245,Clermont
1906,1003013079,BARROWS,RAYMOND,45245,OH,Nurse Practitioner,2014,948,33,0,45245,Clermont
1907,1003013079,BARROWS,RAYMOND,45245,OH,Nurse Practitioner,2015,147,0,0,45245,Clermont
1908,1003013079,BARROWS,RAYMOND,45245,OH,Nurse Practitioner,2017,20,0,0,45245,Clermont
1909,1003013129,SHEEHAN,DAVID,18901,PA,Diagnostic Radiology,2013,11,0,0,18901,Bucks
1910,1003013137,BRANT,MEGHAN,55384,MN,Physician Assistant,2013,134,0,0,55384,Hennepin
1911,1003013137,BRANT,MEGHAN,55384,MN,Physician Assistant,2014,16,0,0,55384,Hennepin
1912,1003013160,GRABENSTEIN,WILLAIM,37043,TN,Family Practice,2013,4669,312,30,37043,Cheatham
1913,1003013160,GRABENSTEIN,WILLAIM,37043,TN,Family Practice,2013,4669,312,30,37043,Montgomery
1914,1003013160,GRABENSTEIN,WILLIAM,37043,TN,Family Practice,2014,4122,352,57,37043,Cheatham
1915,1003013160,GRABENSTEIN,WILLIAM,37043,TN,Family Practice,2014,4122,352,57,37043,Montgomery
1916,1003013160,GRABENSTEIN,WILLIAM,37043,TN,Family Practice,2015,4054,333,75,37043,Cheatham
1917,1003013160,GRABENSTEIN,WILLIAM,37043,TN,Family Practice,2015,4054,333,75,37043,Montgomery
1918,1003013160,GRABENSTEIN,WILLIAM,37043,TN,Family Practice,2016,4478,366,79,37043,Cheatham
1919,1003013160,GRABENSTEIN,WILLIAM,37043,TN,Family Practice,2016,4478,366,79,37043,Montgomery
1920,1003013160,GRABENSTEIN,WILLIAM,37043,TN,Family Practice,2017,4678,338,45,37043,Cheatham
1921,1003013160,GRABENSTEIN,WILLIAM,37043,TN,Family Practice,2017,4678,338,45,37043,Montgomery
1922,1003013236,OSTASZEWSKI,MARY,30518,GA,Nurse Practitioner,2013,1819,73,0,30518,Gwinnett
1923,1003013236,OSTASZEWSKI,MARY,30518,GA,Nurse Practitioner,2013,1819,73,0,30518,Hall
1924,1003013236,OSTASZEWSKI,MARY,30518,GA,Nurse Practitioner,2014,929,31,0,30518,Gwinnett
1925,1003013236,OSTASZEWSKI,MARY,30518,GA,Nurse Practitioner,2014,929,31,0,30518,Hall
1926,1003013236,OSTASZEWSKI,MARY,30518,GA,Nurse Practitioner,2015,790,48,0,30518,Gwinnett
1927,1003013236,OSTASZEWSKI,MARY,30518,GA,Nurse Practitioner,2015,790,48,0,30518,Hall
1928,1003013236,OSTASZEWSKI,MARY,30518,GA,Nurse Practitioner,2016,333,18,0,30518,Gwinnett
1929,1003013236,OSTASZEWSKI,MARY,30518,GA,Nurse Practitioner,2016,333,18,0,30518,Hall
1930,1003013236,OSTASZEWSKI,MARY,30518,GA,Nurse Practitioner,2017,206,46,0,30518,Gwinnett
1931,1003013236,OSTASZEWSKI,MARY,30518,GA,Nurse Practitioner,2017,206,46,0,30518,Hall
1932,1003013269,CHELSON,JILLIAN,94720,CA,Physician Assistant,2017,46,0,0,94720,Alameda
1933,1003013301,SANTIAGO-DOYLE,VALERIE,77077,TX,Dentist,2013,22,0,0,77077,Harris
1934,1003013301,SANTIAGO-DOYLE,VALERIE,78749,TX,Dentist,2016,29,0,0,78749,Travis
1935,1003013301,SANTIAGO-DOYLE,VALERIE,78749,TX,Dentist,2017,19,0,0,78749,Travis
1936,1003013335,SARTI,JUAN,95209,CA,Anesthesiology,2013,104,42,0,95209,San
1937,1003013335,SARTI,JUAN,95209,CA,Anesthesiology,2014,235,139,0,95209,San
1938,1003013335,SARTI,JUAN,95209,CA,Anesthesiology,2015,198,119,0,95209,San
1939,1003013335,SARTI,JUAN,95209,CA,Anesthesiology,2016,191,125,0,95209,San
1940,1003013335,SARTI,JUAN,95209,CA,Anesthesiology,2017,196,106,0,95209,San
1941,1003013368,KELLEY,TOYA,30912,GA,Family Practice,2014,11,0,0,30912,Richmond
1942,1003013368,KELLEY,TOYA,30912,GA,Family Practice,2015,13,0,0,30912,Richmond
1943,1003013368,KELLEY,TOYA,30912,GA,Family Practice,2016,22,0,0,30912,Richmond
1944,1003030693,MADDOX,WILLIAM,30912,GA,Cardiology,2013,451,0,0,30912,Richmond
1945,1003030693,MADDOX,WILLIAM,30912,GA,Cardiology,2014,592,0,0,30912,Richmond
1946,1003043399,YELVERTON,JOSHUA,30912,GA,Otolaryngology,2013,59,16,0,30912,Richmond
1947,1003043399,YELVERTON,JOSHUA,30912,GA,Otolaryngology,2014,60,12,0,30912,Richmond
1948,1003043399,YELVERTON,JOSHUA,30912,GA,Otolaryngology,2015,137,0,0,30912,Richmond
1949,1003013392,RATCHFORD,ERIK,49503,MI,Urology,2013,666,39,0,49503,Kent
1950,1003013392,RATCHFORD,ERIK,49503,MI,Urology,2014,902,76,0,49503,Kent
1951,1003013392,RATCHFORD,ERIK,49503,MI,Urology,2015,918,61,0,49503,Kent
1952,1003013392,RATCHFORD,ERIK,49503,MI,Urology,2016,1141,90,0,49503,Kent
1953,1003013392,RATCHFORD,ERIK,49503,MI,Urology,2017,1135,79,0,49503,Kent
1954,1003015736,TAN- PEDRES,MAUREEN,49503,MI,Internal Medicine,2013,189,25,0,49503,Kent
1955,1003015736,TAN- PEDRES,MAUREEN,49503,MI,Internal Medicine,2014,234,27,0,49503,Kent
1956,1003015736,TAN- PEDRES,MAUREEN,49503,MI,Internal Medicine,2015,287,21,0,49503,Kent
1957,1003015736,TAN- PEDRES,MAUREEN,49503,MI,Internal Medicine,2016,177,25,0,49503,Kent
1958,1003015736,TAN- PEDRES,MAUREEN,49503,MI,Internal Medicine,2017,232,19,0,49503,Kent
1959,1003038605,SELFE,ROBERT,49503,MI,Internal Medicine,2016,1204,0,0,49503,Kent
1960,1003038605,SELFE,ROBERT,49503,MI,Internal Medicine,2017,1505,0,0,49503,Kent
1961,1003013426,MICHAELSON,JAIME,85724,AZ,Obstetrics & Gynecology,2016,176,0,0,85724,Pima
1962,1003013426,MICHAELSON,JAIME,85724,AZ,Obstetrics/Gynecology,2013,129,0,0,85724,Pima
1963,1003013426,MICHAELSON,JAIME,85724,AZ,Obstetrics/Gynecology,2014,209,11,0,85724,Pima
1964,1003013426,MICHAELSON,JAIME,85724,AZ,Obstetrics/Gynecology,2015,184,0,0,85724,Pima
1965,1003013426,MICHAELSON,JAIME,98112,WA,Obstetrics & Gynecology,2017,164,0,0,98112,King
1966,1003013459,ROBERSON,PORSCHE,22960,VA,Pediatric Medicine,2017,11,0,0,22960,Madison
1967,1003013459,ROBERSON,PORSCHE,22960,VA,Pediatric Medicine,2017,11,0,0,22960,Orange
1968,1003013459,ROBERSON,PORSCHE,22960,VA,Pediatric Medicine,2017,11,0,0,22960,Spotsylvania
1969,1003013483,BOEHMLER,JESSICA,18103,PA,Pulmonary Disease,2013,33,0,0,18103,Lehigh
1970,1003013483,BOEHMLER,JESSICA,18103,PA,Pulmonary Disease,2014,237,0,0,18103,Lehigh
1971,1003013483,BOEHMLER,JESSICA,18103,PA,Pulmonary Disease,2015,430,0,0,18103,Lehigh
1972,1003013483,BOEHMLER,JESSICA,18103,PA,Pulmonary Disease,2016,593,0,0,18103,Lehigh
1973,1003013483,BOEHMLER,JESSICA,18103,PA,Pulmonary Disease,2017,466,0,0,18103,Lehigh
1974,1003013525,WAGSCHAL,NICOLE,06238,CT,Nurse Practitioner,2014,12,0,0,06238,Tolland
1975,1003013533,CIOFFI,GEORGE,97210,OR,Ophthalmology,2013,1017,0,0,97210,Multnomah
1976,1003013533,CIOFFI,GEORGE,97210,OR,Ophthalmology,2013,1017,0,0,97210,Washington
1977,1003013533,CIOFFI,GEORGE,97210,OR,Ophthalmology,2014,1386,0,0,97210,Multnomah
1978,1003013533,CIOFFI,GEORGE,97210,OR,Ophthalmology,2014,1386,0,0,97210,Washington
1979,1003013533,CIOFFI,GEORGE,97210,OR,Ophthalmology,2015,1554,0,0,97210,Multnomah
1980,1003013533,CIOFFI,GEORGE,97210,OR,Ophthalmology,2015,1554,0,0,97210,Washington
1981,1003013582,HAGGERTY,TREAH,26501,WV,Family Practice,2013,3035,87,0,26501,Monongalia
1982,1003013582,HAGGERTY,TREAH,26501,WV,Family Practice,2014,3242,56,0,26501,Monongalia
1983,1003013582,HAGGERTY,TREAH,26501,WV,Family Practice,2015,3103,46,11,26501,Monongalia
1984,1003013582,HAGGERTY,TREAH,26501,WV,Family Practice,2016,2930,34,0,26501,Monongalia
1985,1003013582,HAGGERTY,TREAH,26501,WV,Family Practice,2017,2603,48,0,26501,Monongalia
1986,1003013608,BYRNE,EMILY,05602,VT,Nurse Practitioner,2013,377,19,0,05602,Washington
1987,1003013608,BYRNE,EMILY,05602,VT,Nurse Practitioner,2014,584,34,0,05602,Washington
1988,1003013608,BYRNE,EMILY,05602,VT,Nurse Practitioner,2015,776,41,0,05602,Washington
1989,1003013608,BYRNE,EMILY,05602,VT,Nurse Practitioner,2016,1108,41,0,05602,Washington
1990,1003013608,BYRNE,EMILY,05602,VT,Nurse Practitioner,2017,1344,43,0,05602,Washington
1991,1003013616,WOSCHKOLUP,KATHLEEN,29615,SC,Neurology,2013,1644,42,0,29615,Greenville
1992,1003013616,WOSCHKOLUP,KATHLEEN,29615,SC,Neurology,2014,3464,41,0,29615,Greenville
1993,1003013616,WOSCHKOLUP,KATHLEEN,29615,SC,Neurology,2015,4799,85,0,29615,Greenville
1994,1003013616,WOSCHKOLUP,KATHLEEN,29615,SC,Neurology,2016,2573,39,0,29615,Greenville
1995,1003013616,WOSCHKOLUP,KATHLEEN,29615,SC,Neurology,2017,4912,66,0,29615,Greenville
1996,1003013632,QUINLAN,MAUREEN,29204,SC,Podiatry,2013,172,33,0,29204,Richland
1997,1003013632,QUINLAN,MAUREEN,29204,SC,Podiatry,2014,195,41,0,29204,Richland
1998,1003013632,QUINLAN,MAUREEN,29204,SC,Podiatry,2015,214,41,0,29204,Richland
1999,1003013632,QUINLAN,MAUREEN,29204,SC,Podiatry,2016,279,41,0,29204,Richland
2000,1003013632,QUINLAN,MAUREEN,29204,SC,Podiatry,2017,197,20,0,29204,Richland
2001,1003013657,SPINALE,RICHARD,48135,MI,General Surgery,2013,118,26,0,48135,Wayne
2002,1003013657,SPINALE,RICHARD,48135,MI,General Surgery,2014,145,52,0,48135,Wayne
2003,1003013657,SPINALE,RICHARD,48135,MI,General Surgery,2015,164,31,0,48135,Wayne
2004,1003013657,SPINALE,RICHARD,48135,MI,General Surgery,2016,231,12,0,48135,Wayne
2005,1003013657,SPINALE,RICHARD,48135,MI,General Surgery,2017,261,15,0,48135,Wayne
2006,1003013673,KRETCHMAN,ERICA,47374,IN,Endocrinology,2013,2118,0,0,47374,Wayne
